place_id,name,formatted_address,website,formatted_phone_number,Inep,city,qedu_url,Sistema de Ensino
ChIJ1cH6ASLk3JQRVsM8LtV2hO0,Colégio Integral,"Rua Alberto Folloni, 220 - Centro Cívico, Curitiba - PR, 80530-300, Brazil",http://www.colegiointegral.com.br/,(41) 3027-2744,41129881,"CURITIBA
 ",https://www.qedu.org.br/escola/221817-em-integral-col-educ-inf-ef/censo-escolar,
ChIJza4yCkTk3JQR6d-5pO5dfzc,Escola Cosmos,"R. Gen. Carneiro, 1149 - Centro, Curitiba - PR, 80060-150, Brazil",http://www.escolacosmos.com.br/,(41) 3013-2225,41128575,"CURITIBA
 ",https://qedu.org.br/escola/225365-eeief-cosmos/sobre,
ChIJNTnExUDk3JQREEJhRmqfM1w,Little Castle of Knowledge,"R. Benjamin Constant, 531 - Centro, Curitiba - PR, 80060-020, Brazil",http://cantinhodosaber.com.br/,(41) 3079-1893,41602960,"CURITIBA
 ",http://www.qedu.org.br/escola/226231-recanto-infantil-22-ltda/sobre,Bilíngue
ChIJrzaoJj7k3JQRWbdTg3k8v-Y,"College Sesi - Alto da Glória, Curitiba","R. Dr. Faivre, 141 - Alto da Glória, Curitiba - PR, 80060-140, Brazil",http://www.colegiosesi.org.br/,(41) 3271-9938,41618947,"CURITIBA
 ",https://www.qedu.org.br/escola/227398-sesi-alto-da-gloria-fesp-colegio-ensino-medio/censo-escolar,Bilíngue
ChIJ9WMHJA7k3JQREzwlmma7Hb4,Colégio Martinus,"Rua Presidente Carlos Cavalcanti, 999 - São Francisco, Curitiba - PR, 80510-040, Brazil",http://colegiomartinus.com.br/,(41) 3027-3737,41130987,"CURITIBA
 ",http://www.qedu.org.br/escola/240549-martinus-col-educ-inf-ens-fund-ens-medio-sede/sobre,
ChIJwdGhrbLl3JQRUNxxgPx3aus,Centro de Educação Infantil A Escada do Tempo,"R. Mal. Deodoro, 1634 - Centro, Curitiba - PR, 82590-300, Brazil",,(41) 3264-7534,41129199,"CURITIBA
 ",http://qedu.org.br/escola/226521-escada-do-tempo-educ-inf/sobre,
ChIJobd9kA_l3JQR6JIU8PEsbrE,Escola SEB | Dom Bosco - Mueller,"Av. Cândido de Abreu, 114 - Centro Cívico, Curitiba - PR, 80530-000, Brazil",https://www.escolaseb.com.br/dombosco/curso/index.html,(41) 3218-5500,, Curitiba ,,
ChIJpVSSDGnk3JQR9unhp37n5Co,Colégio Saber,"R. Barão do Rio Branco, 623 - Centro, Curitiba - PR, 80010-080, Brazil",http://colegiosaber.org/,(41) 3322-3474,41155254,"CURITIBA
 ",http://www.qedu.org.br/escola/276992-colegio-saber-em/sobre,
ChIJ3SzqRQPk3JQRMvL8mDMkH70,Colegio Adventist Bom Retiro,"Rua Lysimaco Ferreira da Costa, 980 - Centro Cívico, Curitiba - PR, 80530-100, Brazil",http://ccabr.educacaoadventista.org.br/,(41) 3225-1920,41128699,"CURITIBA
 ",http://qedu.org.br/escola/227326-col-curitibano-adventista-bom-retiro-eiefm/censo-escolar,Bilíngue
ChIJLc_0ngfk3JQRhK-LqTuGjrE,Centro Educacional Infantil Cecília Marques,"Av. Manoel Ribas, 433 - São Francisco, Curitiba - PR, 80510-020, Brazil",,(41) 3232-1639,41387309,"CURITIBA
 ",http://www.qedu.org.br/escola/222158-centro-de-educacao-infantil-cecilia-marques/sobre,
ChIJsdyCDaPm3JQR6GQH5fkSHU8,Bom Jesus Divina Providência - Curitiba,"Rua Leônidas Vicente de Castro, 81 - Ahú, Curitiba - PR, 80540-340, Brazil",http://www.bomjesus.br/divina_curitiba/,(41) 3307-9797,42091403,"JARAGUÁ DO SUL
 ",http://www.qedu.org.br/escola/216881-colegio-bom-jesus-divina-providencia/sobre,Bilíngue;Google for Education
ChIJmftJS1Hk3JQRgUlmkHpMi50,Escola Crescer e Saber,"R. João Batista Ribeiro, 171 - Jardim Botânico, Curitiba - PR, 82590-300, Brazil",http://www.cresceresaber.com.br/,(41) 3019-6151,41128613,"CURITIBA
 ",https://www.qedu.org.br/escola/239761-eeief-crescer-e-saber/censo-escolar,Bilíngue
ChIJrwanmhzk3JQRk53GG9xWFWk,Centro de Educação Infantil Espaço da Esperança,"R. Cel. Agostinho Macedo, 197 - Centro Cívico, Curitiba - PR, 80520-100, Brazil",http://www.espacodaesperanca.com.br/,(41) 3044-2224,41147170,"CURITIBA
 ",http://qedu.org.br/escola/221866-ce-espaco-da-esperanca/sobre,
ChIJ-whFfYXm3JQRyVZpmG7srfQ,COLÉGIO FÊNIX - ENS FUND E MÉDIO (Assoc de Ens Coop e Integral de Curitiba),"R. Holanda, 881 - Bacacheri, Curitiba - PR, 82540-040, Brazil",http://colegiofenix.org.br/,(41) 3356-2027,41129350,"CURITIBA
 ",http://www.qedu.org.br/escola/223302-fenix-c-ef-m/sobre,
ChIJb0PPIGzj3JQRRZWWdyvC7Ys,Colégio Martinus,"Rua Arthur Mohr, 144 - Portão, Curitiba - PR, 81070-040, Brazil",https://colegiomartinus.com.br/,(41) 3329-3737,41130987,"CURITIBA
 ",http://www.qedu.org.br/escola/240549-martinus-col-educ-inf-ens-fund-ens-medio-sede/sobre,
ChIJR-1DMZ7m3JQR7A8qkmke7cM,Escola SEB | Dom Bosco - Ahú,"R. Francisco de Paula Guimarães, 610 - Ahú, Curitiba - PR, 80540-040, Brazil",https://www.escolaseb.com.br/dombosco/colegio/unidade-ahu.html,(41) 3218-5600,41127781,"CURITIBA
 ",http://www.qedu.org.br/escola/235852-colegio-dom-bosco-ahu-educacao-infantil-ensino-fundamental-e-medio/sobre,Bilíngue;COC
ChIJo3w4E6Dj3JQRJ8UdBvnG2r4,Escola Cidadã,"R. Prof. Ulisses Vieira, 1516 - Santa Quiteria, Curitiba - PR, 82130-300, Brazil",http://cidadacuritiba.com.br/,(41) 3029-5172,41129881,"CURITIBA
 ",https://www.qedu.org.br/escola/221817-em-integral-col-educ-inf-ef/censo-escolar,
ChIJ_9FjUIfj3JQRHtTCrO2NhQU,Educational Activity Center Tistu,"R. Dr. Alexandre Gutierrez, 150 - Água Verde, Curitiba - PR, 80240-130, Brazil",http://tistu.com.br/,(41) 3243-3042,41147405,"CURITIBA
 ",http://qedu.org.br/escola/226218-educ-tistu-iii-centro-de-atividade/sobre,
ChIJLznc1SPk3JQRUp1cRxWaEeA,SuperAção - Educational Support Center,"R. Euzébio da Motta, 476 - Alto da Glória, Curitiba - PR, 80530-260, Brazil",http://www.superacaojuveve.com.br/,(41) 3352-5428,41146280,"CURITIBA
 ",https://qedu.org.br/escola/224154-eei-nosso-tempo/sobre,
ChIJw-QeGK_m3JQRjdy3fKRbj7g,Colégio Opet,"Rua Nilo Peçanha, 1635 Entrada pela, Rua Dr. Ricardo Beltrami, 50 - Bom Retiro, Curitiba - PR, 80520-000, Brazil",http://www.colegioopet.com.br/,(41) 3028-2800,41131657,"CURITIBA
 ",http://www.qedu.org.br/escola/225273-colegio-nossa-senhora-do-rosario-educacao-infantil-ensino-fundamental-e-medio/sobre,
ChIJr1j_Pmfl3JQRl6qrEHXGDIk,Colégio Anchieta,"Tv. Tobias de Macedo, 50 - Centro, Curitiba - PR, 80020-210, Brazil",http://www.colegioanchietacic.com.br/,(41) 3223-5433,41127170,"CURITIBA
 ",https://qedu.org.br/escola/227335-anchieta-ctro-educ-ltda/censo-escolar,
ChIJTe4ctwnk3JQRWse3cre-JwY,Escola Madre Anatolia,"Rua Martim Afonso, 575 - São Francisco, Curitiba - PR, 80410-060, Brazil",http://www.escolaanatolia.com.br,(41) 3223-7759,41127153,"CURITIBA
 ",http://www.qedu.org.br/escola/214050-eeief-madre-anatolia/sobre,Positivo
ChIJJzrK5Pzj3JQReXXquGCmy5g,School Vicentina Our Lady of Merces,"Av. Manoel Ribas, 1154 - Mercês, Curitiba - PR, 80810-000, Brazil",http://vicentinamerces.com.br/,(41) 3219-3050,41131606,"CURITIBA
 ",http://www.qedu.org.br/escola/221797-escola-vicentina-nossa-senhora-das-merces/sobre,
ChIJDYFRoH7h3JQRGVICUnHBOxQ,Centro de Integração Empresa-Escola no Paraná,"Rua Sydnei Antonio Rangel Santos, 238 - Santo Inacio, Curitiba - PR, 81230-080, Brazil",,(41) 3339-3717,41129881,"CURITIBA
 ",https://www.qedu.org.br/escola/221817-em-integral-col-educ-inf-ef/censo-escolar,
ChIJs-UflBzk3JQRzfrOKm8d4mA,Israeli school Brazilian Salomão Guelmann,"R. Cel. Agostinho Macedo, 248 - Centro Cívico, Curitiba - PR, 80520-100, Brazil",http://www.eibsg.com.br/,(41) 3024-9552,41133080,"CURITIBA
 ",https://www.qedu.org.br/escola/227315-escola-israelita-salomao-guelmann/censo-escolar,
ChIJk44PlRbk3JQR1KEYcKvBPi0,Colégio Estadual do Paraná,"Av. João Gualberto, 250 - Centro, Curitiba - PR, 80030-000, Brazil",http://www.cep.pr.gov.br/,(41) 3234-5610,41132122,"CURITIBA
 ",http://qedu.org.br/escola/236432-parana-c-e-do-ef-m-profis/censo-escolar,
ChIJO4G7n4bm3JQRh6GPhKIn_s0,Colégio Fênix,"R. Holanda, 881 - Boa Vista, Curitiba - PR, 82540-040, Brazil",http://colegiofenix.org.br/,(41) 3356-2027,41129350,"CURITIBA
 ",http://www.qedu.org.br/escola/223302-fenix-c-ef-m/sobre,
ChIJ9Qlk5Xrm3JQRUcC1OkEEyvA,School Our Lady of the Rosary,"R. Eduardo Geronasso, 1266 - Bacacheri, Curitiba - PR, 82510-280, Brazil",http://www.cnsrosario.com.br/,(41) 3256-4543,33064229,"RIO DE JANEIRO
 ",http://qedu.org.br/escola/173030-escola-ns-da-misericordia-our-lady-of-mercy-school/sobre,
ChIJnZONo3Hk3JQR8JkgkXQ-wuU,Centro de Estudos Equipe,"R. Lamenha Lins, 225 - Centro, Curitiba - PR, 80250-020, Brazil",http://www.equipeead.com.br/,(41) 3322-3019,41387538,"CURITIBA
 ",https://www.qedu.org.br/escola/222963-escola-dominius/censo-escolar,
ChIJkasGr3Lk3JQR8DDErJIwFiE,Centro de Educação Profissional Rui Barbosa (Antigo Colégio Rui Barbosa),"Av. Luiz Xavier, 75 - Centro, Curitiba - PR, 80020-020, Brazil",http://www.colegioruibarbosa.net/,(41) 3222-8573,41044568,"CORNÉLIO PROCÓPIO
 ",http://qedu.org.br/escola/236147-escola-rui-barbosa-educacao-infantil-e-ensino-fundamental/sobre,
ChIJkSWqTILm3JQRi9mFZgkt-ek,Brinquedos e Cia Berçário e Educação Infantil,"R. Ver. Antônio dos Réis Cavalheiro, 425 - Cabral, Curitiba - PR, 80035-210, Brazil",,(41) 3019-0982,41614925,"CURITIBA
 ",http://www.qedu.org.br/escola/227392-cei-crianca-e-cia/sobre,
ChIJiTfHKbfj3JQRQacatyG3sDk,Educational Activity Center Tistu,"R. Eduardo Sprada, 250 - Campo Comprido, Curitiba - PR, 81220-000, Brazil",http://www.tistu.com.br/,(41) 3274-6800,41147405,"CURITIBA
 ",http://qedu.org.br/escola/226218-educ-tistu-iii-centro-de-atividade/sobre,
ChIJFefFKJ_k3JQRFv9LBZ2Sg34,Pré Escola Interação,"Rua: Alcebíades Plaisant, 1228 - Água Verde, Curitiba - PR, 80630-100, Brazil",,(41) 98756-6213,41387783,"CURITIBA
 ",http://www.qedu.org.br/escola/238046-centro-de-interacao-ilha-do-mel/sobre,
ChIJ1cuKnqvm3JQRyAgXAUznDnw,Centro de Educação Infantil Ursinho Panda,"Av. Desembargador Hugo Simas, 1110 - Bom Retiro, Curitiba - PR, 80520-150, Brazil",https://www.facebook.com/ceiup/,(41) 3338-8265,35806201,"VALINHOS
 ",http://www.qedu.org.br/escola/207665-ursinho-panda-cent-recreacao-e-ed-infantil/sobre,
ChIJMVe2G6363JQRtZ-qz9EBLHM,Colégio Modelo,"R. Eng. Benedito Mario da Silva, 95 - Cajuru, Curitiba - PR, 82970-000, Brazil",https://modelo.edu.br/,(41) 3226-4545,41131304,"CURITIBA
 ",http://www.qedu.org.br/escola/227336-colegio-modelo-do-parana-eif-em-sede/sobre,
ChIJJ-YSQofj3JQRbtiTahI6Gss,Escola Tistu 1,"R. Dr. Alexandre Gutierrez, 561 - Água Verde, Curitiba - PR, 80240-130, Brazil",http://www.tistu.com.br/tistu1,3243-2255,41147405,"CURITIBA
 ",http://qedu.org.br/escola/226218-educ-tistu-iii-centro-de-atividade/sobre,
